empty_slots,free_bikes,latitude,longitude,name,timestamp,ebikes,extra.has_ebikes,noOf_normal_bikes,extra.renting,returning,total_slots,key,POI,rating_avg_bar,count_bar,rating_avg_rest,count_rest
4,12,49.29534,-123.150433,Stanley Park - Second Beach North,2024-03-11T17:04:43.661000Z,1,True,11,True,True,16,53,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.914285714285714,14.0,3.766666666666667,6.0
2,16,49.294318,-123.148808,Stanley Park - Second Beach South,2024-03-11T17:04:43.650000Z,2,True,14,True,True,18,54,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8666666666666667,12.0,3.9250000000000003,8.0
6,14,49.298657,-123.121176,Stanley Park - Totem Poles,2024-03-11T17:04:43.649000Z,3,True,11,True,True,20,55,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.75,6.0,4.036363636363636,11.0
13,3,49.259183,-123.120126,Heather & 14th,2024-03-11T17:04:43.656000Z,2,True,1,True,True,16,56,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.56,5.0,3.966666666666667,15.0
10,6,49.263837,-123.105173,8th & Ontario,2024-03-11T17:04:43.650000Z,2,True,4,True,True,16,57,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.054545454545455,11.0,4.066666666666666,9.0
19,7,49.270721,-123.146175,1st & Chestnut,2024-03-11T17:04:43.644000Z,1,True,6,True,True,26,58,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0636363636363635,11.0,3.9000000000000004,9.0
11,5,49.265605,-123.152566,7th & Arbutus,2024-03-11T17:04:43.642000Z,0,True,5,True,True,16,59,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.12,10.0,4.1,10.0
12,4,49.267222,-123.153157,5th & Arbutus,2024-03-11T17:04:43.538000Z,4,True,0,True,True,16,60,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.12,10.0,4.1,10.0
18,7,49.262255,-123.126217,10th & Oak,2024-03-11T17:04:43.536000Z,3,True,4,True,True,30,61,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6714285714285713,7.0,3.8153846153846156,13.0
35,4,49.257654,-123.153212,Arbutus & 16th,2024-03-11T17:04:43.537000Z,0,True,4,True,True,40,62,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.95,10.0,4.09,10.0
5,7,49.25919,-123.148268,Cypress & 14th,2024-03-11T17:04:43.540000Z,0,True,7,True,True,12,63,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8666666666666667,12.0,4.1125,8.0
6,6,49.25741,-123.148531,Cypress & 16th,2024-03-11T17:04:43.540000Z,2,True,4,True,True,12,64,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8899999999999997,10.0,4.21,10.0
3,9,49.285953,-123.124066,Georgia & Thurlow,2024-03-11T17:04:43.489000Z,6,True,3,True,True,12,65,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.14375,16.0,4.125,4.0
12,4,49.280881,-123.130672,Thurlow & Pendrell,2024-03-11T17:04:43.480000Z,2,True,2,True,True,16,66,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.163636363636363,11.0,4.011111111111111,9.0
8,4,49.256845,-123.120071,Heather & 16th,2024-03-11T17:04:43.455000Z,0,True,4,True,True,12,67,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8333333333333335,3.0,3.9470588235294115,17.0
10,6,49.25849,-123.104799,14th & Ontario,2024-03-11T17:04:43.423000Z,6,True,0,True,True,16,68,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.023076923076923,13.0,3.8000000000000003,7.0
11,3,49.258425,-123.100792,14th & Main,2024-03-11T17:04:43.362000Z,1,True,2,True,True,14,69,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.081818181818182,11.0,3.7777777777777777,9.0
14,4,49.270905,-123.126006,David Lam Park,2024-03-11T17:04:43.404000Z,0,True,4,True,True,18,70,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9818181818181815,11.0,4.0,9.0
8,10,49.273568,-123.129935,Beach & Seymour,2024-03-11T17:04:43.414000Z,2,True,8,True,True,18,71,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.083333333333333,12.0,3.9625,8.0
15,2,49.277141,-123.122589,Richards & Helmcken,2024-03-11T17:04:44.088000Z,0,True,2,True,True,18,72,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.016666666666667,12.0,4.05,8.0
11,5,49.267859,-123.145782,Burrard & 4th,2024-03-11T17:04:44.100000Z,2,True,3,True,True,16,73,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.030769230769231,13.0,3.8428571428571425,7.0
11,5,49.265336,-123.145823,Burrard & 7th,2024-03-11T17:04:43.456000Z,2,True,3,True,True,16,74,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9250000000000003,12.0,3.95,8.0
12,2,49.267628,-123.127698,South False Creek Seawall,2024-03-11T17:04:43.457000Z,0,True,2,True,True,14,75,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9799999999999995,10.0,3.96,10.0
9,7,49.275938,-123.145939,Chestnut & McNicoll,2024-03-11T17:04:43.462000Z,0,True,7,True,True,16,76,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1,9.0,3.8909090909090907,11.0
1,17,49.2756,-123.102661,Creekside Park North,2024-03-11T17:04:43.465000Z,4,True,13,True,True,18,77,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.086666666666667,15.0,4.1,5.0
0,20,49.284157,-123.099917,Alexander & Main,2024-03-11T17:04:44.033000Z,5,True,15,True,True,20,78,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.14375,16.0,4.025,4.0
12,8,49.258924,-123.152591,Arbutus Greenway & 14th,2024-03-11T17:04:44.111000Z,0,True,8,True,True,20,79,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.029999999999999,10.0,4.16,10.0
1,15,49.266774,-123.141135,Arbutus Greenway & Fir,2024-03-11T17:04:44.112000Z,1,True,14,True,True,16,80,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.988888888888889,9.0,3.9545454545454546,11.0
27,9,49.273355,-123.154493,Kitsilano Beach Park,2024-03-11T17:04:44.104000Z,1,True,8,True,True,36,81,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9375,8.0,3.7916666666666665,12.0
21,9,49.276144,-123.151272,Arbutus & McNicoll,2024-03-11T17:04:44.105000Z,0,True,9,True,True,30,82,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.7750000000000004,8.0,3.8666666666666667,12.0
10,8,49.268339,-123.157443,Vine & 4th,2024-03-11T17:04:44.145000Z,0,True,8,True,True,18,83,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.177777777777778,9.0,4.009090909090909,11.0
3,11,49.284062,-123.095097,Alexander & Dunlevy,2024-03-11T17:04:43.925000Z,3,True,8,True,True,14,84,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9923076923076923,13.0,4.014285714285714,7.0
3,11,49.261742,-123.13148,Alder & 11th,2024-03-11T17:04:44.089000Z,0,True,11,True,True,14,85,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6625,8.0,3.891666666666667,12.0
11,3,49.262206,-123.109091,10th & Columbia,2024-03-11T17:04:43.752000Z,0,True,3,True,True,14,86,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.983333333333334,12.0,3.8625,8.0
13,10,49.27023,-123.10651,1st & Manitoba,2024-03-11T17:04:43.760000Z,5,True,5,True,True,28,87,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.775,12.0,3.925,8.0
15,5,49.262062,-123.104656,10th & Ontario,2024-03-11T17:04:43.761000Z,0,True,5,True,True,20,88,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.008333333333334,12.0,3.9625,8.0
8,8,49.27033,-123.10275,Quebec & 1st,2024-03-11T17:04:43.762000Z,0,True,8,True,True,18,89,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8400000000000003,15.0,3.8599999999999994,5.0
