empty_slots,free_bikes,latitude,longitude,name,timestamp,ebikes,extra.has_ebikes,noOf_normal_bikes,extra.renting,returning,total_slots,key,POI,rating_avg_bar,count_bar,rating_avg_rest,count_rest
10,10,49.273011,-123.159663,Balsam & Cornwall,2024-03-11T17:04:43.949000Z,0,True,10,True,True,20,194,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.08,10.0,3.81,10.0
3,13,49.266924,-123.173849,Balaclava & 6th,2024-03-11T17:04:43.530000Z,0,True,13,True,True,16,195,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.809090909090909,11.0,3.8333333333333335,9.0
6,9,49.264326,-123.164725,Trafalgar & Broadway,2024-03-11T17:04:43.422000Z,0,True,9,True,True,16,196,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.2444444444444445,9.0,3.8909090909090907,11.0
6,10,49.266636,-123.183661,Dunbar & 6th,2024-03-11T17:04:44.098000Z,2,True,8,True,True,16,197,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.725,8.0,3.790909090909091,11.0
12,12,49.254818,-123.114785,18th & Cambie,2024-03-11T17:04:43.508000Z,2,True,10,True,True,24,198,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.975,8.0,3.9916666666666667,12.0
22,1,49.268837,-123.177633,Blenheim & 4th,2024-03-11T17:04:43.518000Z,0,True,1,True,True,23,199,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.809090909090909,11.0,3.811111111111111,9.0
10,6,49.255034,-123.120226,18th & Heather,2024-03-11T17:04:43.692000Z,0,True,6,True,True,16,200,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8333333333333335,3.0,3.9470588235294115,17.0
12,4,49.271044,-123.170661,Point Grey & Bayswater,2024-03-11T17:04:43.722000Z,1,True,3,True,True,16,201,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8444444444444446,9.0,3.7454545454545456,11.0
2,14,49.252691,-123.101289,20th & Main,2024-03-11T17:04:43.529000Z,4,True,10,True,True,16,202,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0636363636363635,11.0,4.066666666666666,9.0
7,11,49.272172,-123.097978,Station & Terminal,2024-03-11T17:04:43.677000Z,0,True,11,True,True,18,203,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.7866666666666666,15.0,4.08,5.0
21,13,49.271082,-123.191458,Jericho Beach,2024-03-11T17:04:44.019000Z,0,True,13,True,True,34,204,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6799999999999997,5.0,3.822222222222222,9.0
12,12,49.27808,-123.130557,Burrard & Drake,2024-03-11T17:04:44.041000Z,4,True,8,True,True,24,205,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.208333333333333,12.0,4.025,8.0
19,4,49.269969,-123.109623,Columbia & 1st,2024-03-11T17:04:43.759000Z,1,True,3,True,True,24,206,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.772727272727273,11.0,3.988888888888889,9.0
22,8,49.287528,-123.142139,Davie & Beach,2024-03-11T17:04:44.084000Z,3,True,5,True,True,30,207,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.16,10.0,4.17,10.0
17,9,49.28803,-123.142135,Morton & Denman,2024-03-11T17:04:43.428000Z,2,True,7,True,True,26,208,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.136363636363637,11.0,4.188888888888889,9.0
14,0,49.259579,-123.114769,13th & Cambie,2024-03-11T17:04:44.101000Z,0,True,0,True,True,14,209,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0,10.0,4.0,10.0
14,4,49.2890705989865,-123.138407369468,Nelson & Denman,2024-03-11T17:04:44.120000Z,0,True,4,True,True,18,210,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.972727272727273,11.0,4.288888888888889,9.0
2,11,49.287782,-123.12395,Melville & Bute,2024-03-11T17:04:43.713000Z,3,True,8,True,True,14,211,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.178571428571429,14.0,4.1000000000000005,6.0
5,14,49.28512,-123.11242,Seymour & Cordova,2024-03-11T17:04:43.689000Z,4,True,10,True,True,19,212,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.141176470588236,17.0,4.233333333333333,3.0
15,2,49.247854,-123.153422,Arbutus & Nanton,2024-03-11T17:04:43.912000Z,0,True,2,True,True,18,213,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,3.9,1.0
11,4,49.265939,-123.1129,Yukon & 6th,2024-03-11T17:04:43.734000Z,0,True,4,True,True,18,214,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8899999999999997,10.0,3.9199999999999995,10.0
12,3,49.261122,-123.097571,11th & Kingsway,2024-03-11T17:04:43.723000Z,3,True,0,True,True,16,215,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0285714285714285,14.0,3.783333333333333,6.0
13,5,49.267725,-123.11311,Wylie & 2nd,2024-03-11T17:04:43.461000Z,0,True,5,True,True,18,216,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9200000000000004,10.0,4.01,10.0
15,5,49.245135,-123.116098,29th & Cambie,2024-03-11T17:04:43.570000Z,0,True,5,True,True,20,217,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,4.0,1.0
3,11,49.274232,-123.129998,Rolston & Granville,2024-03-11T17:04:44.119000Z,6,True,5,True,True,16,218,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.069230769230769,13.0,3.9285714285714284,7.0
11,9,49.238105,-123.154966,East Blvd & 37th,2024-03-11T17:04:43.977000Z,5,True,4,True,True,20,219,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1,1.0,3.5375,8.0
8,12,49.246243,-123.124373,28th & Willow,2024-03-11T17:04:43.477000Z,2,True,10,True,True,20,220,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,4.1000000000000005,3.0
6,6,49.249722,-123.104991,Ontario & 23rd,2024-03-11T17:04:44.141000Z,2,True,4,True,True,12,221,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.9,10.0,4.0600000000000005,10.0
7,15,49.243375,-123.104978,30th & Ontario,2024-03-11T17:04:44.018000Z,3,True,12,True,True,22,222,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8333333333333335,9.0,4.054545454545455,11.0
14,6,49.282087,-123.056909,Franklin & Nanaimo,2024-03-11T17:04:43.948000Z,0,True,6,True,True,20,223,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1,8.0,3.9416666666666664,12.0
14,2,49.283968,-123.061615,Lakewood & Triumph,2024-03-11T17:04:43.834000Z,0,True,2,True,True,16,224,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0625,8.0,4.083333333333333,12.0
6,12,49.287464,-123.060771,Wall & Eton,2024-03-11T17:04:43.519000Z,0,True,12,True,True,18,225,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.071428571428571,7.0,4.007692307692308,13.0
12,6,49.285575,-123.061575,Lakewood & Oxford,2024-03-11T17:04:43.669000Z,0,True,6,True,True,18,226,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.071428571428571,7.0,4.007692307692308,13.0
5,9,49.251358,-123.115637,22nd & Cambie,2024-03-11T17:04:43.516000Z,1,True,8,True,True,14,227,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.85,2.0,3.9875,8.0
6,12,49.249184,-123.116141,King Edward & Cambie,2024-03-11T17:04:43.571000Z,1,True,11,True,True,18,228,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.0,1.0,3.914285714285714,7.0
14,8,49.245535,-123.120496,Heather & 29th,2024-03-11T17:04:43.685000Z,2,True,6,True,True,22,229,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,4.1000000000000005,3.0
19,7,49.289255,-123.132677,Cardero & Robson,2024-03-11T17:04:43.498000Z,0,True,7,True,True,26,230,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.24,10.0,4.2,10.0
7,12,49.252656,-123.067965,Commercial & 20th,2024-03-11T17:04:43.674000Z,2,True,10,True,True,20,231,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,4.0,7.0
12,1,49.259469,-123.145718,Burrard & 14th,2024-03-11T17:04:43.696000Z,0,True,1,True,True,18,232,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8909090909090907,11.0,4.088888888888889,9.0
7,16,49.277178,-123.13,Hornby & Drake,2024-03-11T17:04:43.720000Z,2,True,14,True,True,24,233,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.116666666666666,12.0,3.9125,8.0
6,14,49.291597,-123.129158,Cardero & Bayshore,2024-03-11T17:04:43.613000Z,5,True,9,True,True,20,234,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.2,12.0,4.2375,8.0
20,2,49.247204,-123.101549,27th & Main,2024-03-11T17:04:44.045000Z,2,True,0,True,True,22,235,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.8899999999999997,10.0,4.0600000000000005,10.0
0,15,49.2856698,-123.1125432,Cordova & Granville,2024-03-11T17:04:44.062000Z,13,True,2,True,True,18,236,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.123529411764705,17.0,4.233333333333333,3.0
2,12,49.25094,-123.101306,22nd & Main,2024-03-11T17:04:44.052000Z,3,True,9,True,True,14,237,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.788888888888889,9.0,4.054545454545455,11.0
7,11,49.270783,-123.141564,1st & Fir,2024-03-11T17:04:43.521000Z,0,True,11,True,True,20,238,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.181818181818182,11.0,3.9777777777777774,9.0
17,5,49.264019,-123.209176,Sasamat & 10th,2024-03-11T17:04:43.454000Z,3,True,2,True,True,22,239,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,3.1,1.0
14,6,49.2658,-123.20596,Trimble & 8th,2024-03-11T17:04:43.520000Z,0,True,6,True,True,20,240,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",,,3.1,1.0
19,1,49.265442,-123.187738,Highbury & 8th,2024-03-11T17:04:44.022000Z,1,True,0,True,True,20,241,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6999999999999997,7.0,3.8299999999999996,10.0
13,6,49.267561,-123.252261,IK Barber Learning Centre,2024-03-11T17:04:44.024000Z,5,True,1,True,True,20,242,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.4,4.0,2.5,1.0
17,11,49.2665793,-123.2485487,War Memorial Gym,2024-03-11T17:04:43.528000Z,9,True,2,True,True,28,243,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.46,5.0,2.5,1.0
23,1,49.26262,-123.2431,Pharmaceutical Sciences,2024-03-11T17:04:43.789000Z,1,True,0,True,True,24,244,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",3.6399999999999997,5.0,2.5,1.0
3,17,49.278529,-123.100017,Georgia & Main,2024-03-11T17:04:43.701000Z,4,True,13,True,True,20,245,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.1066666666666665,15.0,4.0600000000000005,5.0
15,5,49.282047,-123.133057,Bute & Davie,2024-03-11T17:04:43.772000Z,3,True,2,True,True,20,246,"{""key"":{""4703"":250},""name"":{""4703"":""Sports Illustrated Clubhouse""},""review_count"":{""4703"":3},""rating"":{""4703"":4.7},""latitude"":{""4703"":49.254274},""longitude"":{""4703"":-123.23564},""street_name"":{""4703"":""3340 Shrum Lane""},""distance"":{""4703"":69.3162983339},""pricing"":{""4703"":null},""categories"":{""4703"":""sportsbars""}}",4.24,10.0,4.029999999999999,10.0
