key,name,review_count,rating,latitude,longitude,street_name,distance,pricing,categories
132,Carp,86,4.4,49.262354,-123.0958273,2516 Prince Edward Street,770.351307743124,$$,"japanese,sushi,poke"
132,Fassil Ethiopian Restaurant,148,4.3,49.262316686122,-123.08833077466,736 Broadway E,242.49711997809135,$$,ethiopian
132,Bells and Whistles,125,3.1,49.2556805042778,-123.089684071771,3296 Fraser Street,705.3747000906244,$$,"burgers,breweries"
132,Sprezzatura,61,4.1,49.2613547,-123.0978287,265 Kingsway,894.5091775588784,,"pizza,italian,salad"
132,Pizzeria Barbarella,201,3.9,49.262323801504,-123.08982824163,654 E Broadway,343.5994638554511,$$,"pizza,italian"
132,Sushi Yama,249,3.3,49.2629732219511,-123.097187697268,371 E Broadway,878.9062995837692,$$,"japanese,sushi"
133,Hail Mary's,16,4.3,49.2623351,-123.0894392,670 E Broadway,391.82716277211057,,"newcanadian,cocktailbars"
133,Sal y Limón,652,4.0,49.2569043786921,-123.08924632997,701 Kingsway Street,891.01792601726,$$,mexican
133,Strange Fellows Brewing,71,4.2,49.2723690970219,-123.077669106424,1345 Clark Drive,1034.1579200934916,$,breweries
133,The Farmhouse,19,4.1,49.26185879464837,-123.09710762514682,352 East 10th Avenue,912.5737345330872,,"italian,wine_bars"
133,The Biltmore Cabaret,93,3.9,49.2603124,-123.0964455,2755 Prince Edward Street,930.5343929444949,$,"musicvenues,bars"
133,Red Truck Beer,88,3.9,49.2687840002752,-123.096584714949,295 E 1st Avenue,956.5327533367666,$$,"breweries,beerbar,beertours"
133,Los Cuervos Taqueria Y Cantina,184,3.9,49.2574755005862,-123.091043941677,603 Kingsway,886.0573932872378,$$,"mexican,latin"
133,Kin Kao Song,33,4.3,49.2629749,-123.0986667,317 E Broadway,985.3976574889988,,"thai,wine_bars,cocktailbars"
133,Osteria Savio Volpe,437,4.2,49.2574913,-123.0909344,615 Kingsway,880.721864299874,$$$,italian
133,The Lido,19,3.5,49.262354,-123.0924698,518 E Broadway,578.5638712327584,$$,"musicvenues,pubs"
133,Les Faux Bourgeois,457,4.0,49.2572813531481,-123.089767330802,663 E 15th Avenue,865.3932460527336,$$,"french,cafes"
133,Carp,86,4.4,49.262354,-123.0958273,2516 Prince Edward Street,810.0926416860888,$$,"japanese,sushi,poke"
133,Fassil Ethiopian Restaurant,148,4.3,49.262316686122,-123.08833077466,736 Broadway E,330.5913094965101,$$,ethiopian
133,Sprezzatura,61,4.1,49.2613547,-123.0978287,265 Kingsway,973.7019538963787,,"pizza,italian,salad"
133,Bells and Whistles,125,3.1,49.2556805042778,-123.089684071771,3296 Fraser Street,1030.0621854543367,$$,"burgers,breweries"
133,Pizzeria Barbarella,201,3.9,49.262323801504,-123.08982824163,654 E Broadway,412.747329197898,$$,"pizza,italian"
133,Bibis Kitchen,12,3.5,49.2718617,-123.0957878,418 Terminal Ave,1083.8407925451475,,"breakfast_brunch,coffee,vegetarian"
133,Sushi Yama,249,3.3,49.2629732219511,-123.097187697268,371 E Broadway,886.7743783817357,$$,"japanese,sushi"
134,Dachi,34,4.0,49.2813958763596,-123.058002479374,2297 E Hastings Street,585.2818603749005,$$,"wine_bars,newcanadian"
134,Koko Japanese Restaurant,53,3.8,49.28137493452186,-123.0625861,2053 Hastings Street E,271.144760861955,$$,"japanese,sushi"
134,Straight and Marrow,34,4.5,49.2848302,-123.0661495,1869 Powell Street,510.8718444170341,,gastropubs
134,Zawa,80,2.4,49.2763761,-123.0693651,920 Commercial Dr,496.7437569567937,$$,burgers
134,Odd Society Spirits,40,4.7,49.2840050838432,-123.069430030882,1725 Powell Street,496.38380928874284,$$,"distilleries,cocktailbars"
134,Parallel 49 Brewing,184,4.1,49.2838364,-123.064537,1950 Triumph Street,403.7644172339072,$$,breweries
134,Absinthe Bistro,142,4.6,49.27607,-123.0692457,952 Commercial Drive,520.5266197551566,$$$,"french,bistros,desserts"
134,Strange Fellows Brewing,71,4.2,49.2723690970219,-123.077669106424,1345 Clark Drive,1221.3420258830374,$,breweries
134,The Charlatan,157,3.3,49.2717298,-123.0697249,1447 Commercial Drive,1006.2465460657892,$$,"tradamerican,pubs"
134,Sopra Sotto,146,4.0,49.2711051,-123.0694651,1510 Commercial Drive,1034.1653330871231,$$,"pizza,italian"
134,Aleph Eatery,75,4.4,49.2849288,-123.065795,1889 Powell Street,520.0706792800088,$$,"mideastern,salad,tapasmallplates"
134,Resurrection Spirits,14,4.9,49.2820806,-123.071031,1672 Franklin Street,421.6903328044695,$$,distilleries
134,The Red Wagon,627,3.9,49.28122323218941,-123.06112288953248,2128 East Hastings Street,362.0052076208795,$$,"diners,breakfast_brunch"
134,The Brighton,44,3.3,49.2812749,-123.0548832,2471 E Hastings Street,783.5820918123594,$$,"pubs,newcanadian"
134,Harbour Oyster + Bar,77,4.2,49.2718946138822,-123.069181591272,1408 Commercial Drive,954.1303294875173,$$,"cocktailbars,seafood,fishnchips"
134,Jackalope's Neighbourhood Dive,122,4.4,49.2812849,-123.0586541,2257 E Hastings Street,512.7018823976281,$$,"divebars,breakfast_brunch,soulfood"
134,Memphis Blues,127,3.5,49.2723737,-123.0693711,1342 Commercial Drive,891.1649039372019,$$,"bbq,whiskeybars"
134,Storm Brewing,109,4.7,49.28192,-123.06997,310 Commercial Drive,373.96580540910765,$,breweries
134,Sunrise Pizza & Steak House,80,3.8,49.2759073,-123.0695552,949 Commercial Drive,547.1889387417317,$$,"pizza,italian,steak"
